ROI,tile,patch,timestep,S2,S2CLOUDMAP
ROIs1970,116,252,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/3/s2_ROIs1970_116_ImgNo_3_2018-02-12_patch_252.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/3/s2cloudmap_ROIs1970_116_ImgNo_3_2018-02-12_patch_252.tif
ROIs1970,116,255,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/3/s2_ROIs1970_116_ImgNo_3_2018-02-12_patch_255.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/3/s2cloudmap_ROIs1970_116_ImgNo_3_2018-02-12_patch_255.tif
ROIs1970,116,259,1,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/1/s2_ROIs1970_116_ImgNo_1_2018-01-18_patch_259.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/1/s2cloudmap_ROIs1970_116_ImgNo_1_2018-01-18_patch_259.tif
ROIs1970,116,262,27,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/27/s2_ROIs1970_116_ImgNo_27_2018-11-29_patch_262.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/27/s2cloudmap_ROIs1970_116_ImgNo_27_2018-11-29_patch_262.tif
ROIs1970,116,267,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/29/s2_ROIs1970_116_ImgNo_29_2018-12-19_patch_267.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/29/s2cloudmap_ROIs1970_116_ImgNo_29_2018-12-19_patch_267.tif
ROIs1970,116,268,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/29/s2_ROIs1970_116_ImgNo_29_2018-12-19_patch_268.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/29/s2cloudmap_ROIs1970_116_ImgNo_29_2018-12-19_patch_268.tif
ROIs1970,116,269,3,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/3/s2_ROIs1970_116_ImgNo_3_2018-02-12_patch_269.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/3/s2cloudmap_ROIs1970_116_ImgNo_3_2018-02-12_patch_269.tif
ROIs1970,116,271,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/29/s2_ROIs1970_116_ImgNo_29_2018-12-19_patch_271.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/29/s2cloudmap_ROIs1970_116_ImgNo_29_2018-12-19_patch_271.tif
ROIs1970,116,279,29,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2/29/s2_ROIs1970_116_ImgNo_29_2018-12-19_patch_279.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/116/S2CLOUDMAP/29/s2cloudmap_ROIs1970_116_ImgNo_29_2018-12-19_patch_279.tif
ROIs1970,119,0,3,,
ROIs1970,119,0,8,,
ROIs1970,119,0,10,,
ROIs1970,119,0,15,,
ROIs1970,119,0,18,,
ROIs1970,119,0,23,,
ROIs1970,119,0,29,,
ROIs1970,119,1,29,,
ROIs1970,119,2,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/2/s2_ROIs1970_119_ImgNo_2_2018-01-30_patch_2.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/2/s2cloudmap_ROIs1970_119_ImgNo_2_2018-01-30_patch_2.tif
ROIs1970,119,2,29,,
ROIs1970,119,3,29,,
ROIs1970,119,4,29,,
ROIs1970,119,5,29,,
ROIs1970,119,6,29,,
ROIs1970,119,7,29,,
ROIs1970,119,8,29,,
ROIs1970,119,9,29,,
ROIs1970,119,10,29,,
ROIs1970,119,11,29,,
ROIs1970,119,12,29,,
ROIs1970,119,13,29,,
ROIs1970,119,14,29,,
ROIs1970,119,15,29,,
ROIs1970,119,16,29,,
ROIs1970,119,17,29,,
ROIs1970,119,18,29,,
ROIs1970,119,19,29,,
ROIs1970,119,20,29,,
ROIs1970,119,21,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/2/s2_ROIs1970_119_ImgNo_2_2018-01-30_patch_21.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/2/s2cloudmap_ROIs1970_119_ImgNo_2_2018-01-30_patch_21.tif
ROIs1970,119,21,29,,
ROIs1970,119,22,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/2/s2_ROIs1970_119_ImgNo_2_2018-01-30_patch_22.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/2/s2cloudmap_ROIs1970_119_ImgNo_2_2018-01-30_patch_22.tif
ROIs1970,119,22,29,,
ROIs1970,119,23,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/2/s2_ROIs1970_119_ImgNo_2_2018-01-30_patch_23.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/2/s2cloudmap_ROIs1970_119_ImgNo_2_2018-01-30_patch_23.tif
ROIs1970,119,23,29,,
ROIs1970,119,24,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/2/s2_ROIs1970_119_ImgNo_2_2018-01-30_patch_24.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/2/s2cloudmap_ROIs1970_119_ImgNo_2_2018-01-30_patch_24.tif
ROIs1970,119,24,29,,
ROIs1970,119,25,29,,
ROIs1970,119,26,29,,
ROIs1970,119,27,29,,
ROIs1970,119,28,29,,
ROIs1970,119,29,29,,
ROIs1970,119,30,29,,
ROIs1970,119,31,29,,
ROIs1970,119,32,29,,
ROIs1970,119,33,29,,
ROIs1970,119,34,29,,
ROIs1970,119,35,29,,
ROIs1970,119,36,29,,
ROIs1970,119,37,29,,
ROIs1970,119,38,29,,
ROIs1970,119,39,29,,
ROIs1970,119,40,29,,
ROIs1970,119,41,29,,
ROIs1970,119,42,29,,
ROIs1970,119,43,29,,
ROIs1970,119,44,29,,
ROIs1970,119,45,2,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/2/s2_ROIs1970_119_ImgNo_2_2018-01-30_patch_45.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/2/s2cloudmap_ROIs1970_119_ImgNo_2_2018-01-30_patch_45.tif
ROIs1970,119,45,29,,
ROIs1970,119,46,29,,
ROIs1970,119,47,29,,
ROIs1970,119,48,29,,
ROIs1970,119,49,29,,
ROIs1970,119,50,29,,
ROIs1970,119,51,29,,
ROIs1970,119,52,29,,
ROIs1970,119,53,29,,
ROIs1970,119,54,29,,
ROIs1970,119,55,29,,
ROIs1970,119,56,29,,
ROIs1970,119,57,29,,
ROIs1970,119,58,29,,
ROIs1970,119,59,29,,
ROIs1970,119,60,29,,
ROIs1970,119,61,29,,
ROIs1970,119,62,29,,
ROIs1970,119,63,29,,
ROIs1970,119,64,29,,
ROIs1970,119,65,29,,
ROIs1970,119,66,29,,
ROIs1970,119,67,29,,
ROIs1970,119,68,29,,
ROIs1970,119,69,29,,
ROIs1970,119,70,29,,
ROIs1970,119,71,29,,
ROIs1970,119,72,29,,
ROIs1970,119,73,29,,
ROIs1970,119,74,29,,
ROIs1970,119,75,29,,
ROIs1970,119,76,29,,
ROIs1970,119,77,29,,
ROIs1970,119,78,29,,
ROIs1970,119,79,29,,
ROIs1970,119,80,29,,
ROIs1970,119,81,29,,
ROIs1970,119,82,29,,
ROIs1970,119,83,29,,
ROIs1970,119,84,29,,
ROIs1970,119,85,29,,
ROIs1970,119,86,29,,
ROIs1970,119,87,29,,
ROIs1970,119,88,29,,
ROIs1970,119,89,29,,
ROIs1970,119,90,29,,
ROIs1970,119,91,29,,
ROIs1970,119,92,29,,
ROIs1970,119,93,29,,
ROIs1970,119,94,29,,
ROIs1970,119,95,29,,
ROIs1970,119,96,29,,
ROIs1970,119,97,29,,
ROIs1970,119,98,29,,
ROIs1970,119,99,29,,
ROIs1970,119,100,29,,
ROIs1970,119,101,29,,
ROIs1970,119,102,29,,
ROIs1970,119,103,13,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/13/s2_ROIs1970_119_ImgNo_13_2018-06-14_patch_103.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/13/s2cloudmap_ROIs1970_119_ImgNo_13_2018-06-14_patch_103.tif
ROIs1970,119,103,29,,
ROIs1970,119,104,29,,
ROIs1970,119,105,29,,
ROIs1970,119,106,29,,
ROIs1970,119,107,29,,
ROIs1970,119,108,29,,
ROIs1970,119,109,29,,
ROIs1970,119,110,29,,
ROIs1970,119,111,29,,
ROIs1970,119,112,29,,
ROIs1970,119,113,29,,
ROIs1970,119,114,29,,
ROIs1970,119,115,29,,
ROIs1970,119,116,29,,
ROIs1970,119,117,29,,
ROIs1970,119,118,29,,
ROIs1970,119,119,29,,
ROIs1970,119,120,29,,
ROIs1970,119,121,29,,
ROIs1970,119,122,29,,
ROIs1970,119,123,29,,
ROIs1970,119,124,29,,
ROIs1970,119,125,29,,
ROIs1970,119,126,29,,
ROIs1970,119,127,29,,
ROIs1970,119,128,29,,
ROIs1970,119,129,29,,
ROIs1970,119,130,29,,
ROIs1970,119,131,29,,
ROIs1970,119,132,29,,
ROIs1970,119,133,29,,
ROIs1970,119,134,29,,
ROIs1970,119,135,29,,
ROIs1970,119,136,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/28/s2_ROIs1970_119_ImgNo_28_2018-12-11_patch_136.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/28/s2cloudmap_ROIs1970_119_ImgNo_28_2018-12-11_patch_136.tif
ROIs1970,119,136,29,,
ROIs1970,119,137,29,,
ROIs1970,119,138,29,,
ROIs1970,119,139,29,,
ROIs1970,119,140,29,,
ROIs1970,119,141,29,,
ROIs1970,119,142,29,,
ROIs1970,119,143,29,,
ROIs1970,119,144,29,,
ROIs1970,119,145,29,,
ROIs1970,119,146,29,,
ROIs1970,119,147,29,,
ROIs1970,119,148,29,,
ROIs1970,119,149,29,,
ROIs1970,119,150,29,,
ROIs1970,119,151,29,,
ROIs1970,119,152,29,,
ROIs1970,119,153,29,,
ROIs1970,119,154,29,,
ROIs1970,119,155,29,,
ROIs1970,119,156,24,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/24/s2_ROIs1970_119_ImgNo_24_2018-10-22_patch_156.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/24/s2cloudmap_ROIs1970_119_ImgNo_24_2018-10-22_patch_156.tif
ROIs1970,119,156,29,,
ROIs1970,119,157,29,,
ROIs1970,119,158,29,,
ROIs1970,119,159,29,,
ROIs1970,119,160,29,,
ROIs1970,119,161,29,,
ROIs1970,119,162,29,,
ROIs1970,119,163,29,,
ROIs1970,119,164,29,,
ROIs1970,119,165,29,,
ROIs1970,119,166,29,,
ROIs1970,119,167,29,,
ROIs1970,119,168,29,,
ROIs1970,119,169,29,,
ROIs1970,119,170,29,,
ROIs1970,119,171,29,,
ROIs1970,119,172,29,,
ROIs1970,119,173,29,,
ROIs1970,119,174,29,,
ROIs1970,119,175,29,,
ROIs1970,119,176,29,,
ROIs1970,119,177,29,,
ROIs1970,119,178,29,,
ROIs1970,119,179,29,,
ROIs1970,119,180,29,,
ROIs1970,119,181,29,,
ROIs1970,119,182,29,,
ROIs1970,119,183,29,,
ROIs1970,119,184,29,,
ROIs1970,119,185,29,,
ROIs1970,119,186,29,,
ROIs1970,119,187,29,,
ROIs1970,119,188,29,,
ROIs1970,119,189,29,,
ROIs1970,119,190,29,,
ROIs1970,119,191,29,,
ROIs1970,119,192,29,,
ROIs1970,119,193,29,,
ROIs1970,119,194,29,,
ROIs1970,119,195,29,,
ROIs1970,119,196,29,,
ROIs1970,119,197,29,,
ROIs1970,119,198,29,,
ROIs1970,119,199,29,,
ROIs1970,119,200,29,,
ROIs1970,119,201,29,,
ROIs1970,119,202,29,,
ROIs1970,119,203,29,,
ROIs1970,119,204,29,,
ROIs1970,119,205,29,,
ROIs1970,119,206,29,,
ROIs1970,119,207,29,,
ROIs1970,119,208,29,,
ROIs1970,119,209,29,,
ROIs1970,119,210,29,,
ROIs1970,119,211,29,,
ROIs1970,119,212,29,,
ROIs1970,119,213,29,,
ROIs1970,119,214,29,,
ROIs1970,119,215,29,,
ROIs1970,119,216,29,,
ROIs1970,119,217,29,,
ROIs1970,119,218,29,,
ROIs1970,119,219,29,,
ROIs1970,119,220,29,,
ROIs1970,119,221,29,,
ROIs1970,119,222,29,,
ROIs1970,119,223,29,,
ROIs1970,119,224,29,,
ROIs1970,119,225,29,,
ROIs1970,119,226,29,,
ROIs1970,119,227,29,,
ROIs1970,119,228,29,,
ROIs1970,119,229,29,,
ROIs1970,119,230,29,,
ROIs1970,119,231,29,,
ROIs1970,119,232,29,,
ROIs1970,119,233,29,,
ROIs1970,119,234,29,,
ROIs1970,119,235,29,,
ROIs1970,119,236,29,,
ROIs1970,119,237,29,,
ROIs1970,119,238,29,,
ROIs1970,119,239,27,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/27/s2_ROIs1970_119_ImgNo_27_2018-11-26_patch_239.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/27/s2cloudmap_ROIs1970_119_ImgNo_27_2018-11-26_patch_239.tif
ROIs1970,119,239,29,,
ROIs1970,119,240,29,,
ROIs1970,119,241,29,,
ROIs1970,119,242,29,,
ROIs1970,119,243,29,,
ROIs1970,119,244,29,,
ROIs1970,119,245,29,,
ROIs1970,119,246,29,,
ROIs1970,119,247,29,,
ROIs1970,119,248,29,,
ROIs1970,119,249,29,,
ROIs1970,119,250,29,,
ROIs1970,119,251,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/28/s2_ROIs1970_119_ImgNo_28_2018-12-11_patch_251.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/28/s2cloudmap_ROIs1970_119_ImgNo_28_2018-12-11_patch_251.tif
ROIs1970,119,251,29,,
ROIs1970,119,252,29,,
ROIs1970,119,253,29,,
ROIs1970,119,254,29,,
ROIs1970,119,255,29,,
ROIs1970,119,256,29,,
ROIs1970,119,257,29,,
ROIs1970,119,258,29,,
ROIs1970,119,259,29,,
ROIs1970,119,260,29,,
ROIs1970,119,261,29,,
ROIs1970,119,262,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/26/s2_ROIs1970_119_ImgNo_26_2018-11-16_patch_262.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/26/s2cloudmap_ROIs1970_119_ImgNo_26_2018-11-16_patch_262.tif
ROIs1970,119,262,29,,
ROIs1970,119,263,29,,
ROIs1970,119,264,22,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/22/s2_ROIs1970_119_ImgNo_22_2018-09-27_patch_264.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/22/s2cloudmap_ROIs1970_119_ImgNo_22_2018-09-27_patch_264.tif
ROIs1970,119,264,29,,
ROIs1970,119,265,22,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/22/s2_ROIs1970_119_ImgNo_22_2018-09-27_patch_265.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/22/s2cloudmap_ROIs1970_119_ImgNo_22_2018-09-27_patch_265.tif
ROIs1970,119,265,24,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/24/s2_ROIs1970_119_ImgNo_24_2018-10-22_patch_265.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/24/s2cloudmap_ROIs1970_119_ImgNo_24_2018-10-22_patch_265.tif
ROIs1970,119,265,29,,
ROIs1970,119,266,22,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/22/s2_ROIs1970_119_ImgNo_22_2018-09-27_patch_266.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/22/s2cloudmap_ROIs1970_119_ImgNo_22_2018-09-27_patch_266.tif
ROIs1970,119,266,29,,
ROIs1970,119,267,29,,
ROIs1970,119,268,29,,
ROIs1970,119,269,29,,
ROIs1970,119,270,29,,
ROIs1970,119,271,29,,
ROIs1970,119,272,28,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2/28/s2_ROIs1970_119_ImgNo_28_2018-12-11_patch_272.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/119/S2CLOUDMAP/28/s2cloudmap_ROIs1970_119_ImgNo_28_2018-12-11_patch_272.tif
ROIs1970,119,272,29,,
ROIs1970,119,273,29,,
ROIs1970,119,274,29,,
ROIs1970,119,275,29,,
ROIs1970,119,276,29,,
ROIs1970,119,277,29,,
ROIs1970,119,278,29,,
ROIs1970,119,279,29,,
ROIs1970,119,280,29,,
ROIs1970,119,281,29,,
ROIs1970,119,282,29,,
ROIs1970,119,283,29,,
ROIs1970,119,284,29,,
ROIs1970,119,285,29,,
ROIs1970,119,286,29,,
ROIs1970,119,287,29,,
ROIs1970,119,288,29,,
ROIs1970,119,289,29,,
ROIs1970,119,290,29,,
ROIs1970,119,291,29,,
ROIs1970,119,292,29,,
ROIs1970,119,293,29,,
ROIs1970,119,294,29,,
ROIs1970,119,295,29,,
ROIs1970,119,296,29,,
ROIs1970,119,297,29,,
ROIs1970,119,298,29,,
ROIs1970,119,299,29,,
ROIs1970,119,300,29,,
ROIs1970,119,301,29,,
ROIs1970,119,302,29,,
ROIs1970,119,303,29,,
ROIs1970,119,304,29,,
ROIs1970,119,305,29,,
ROIs1970,119,306,29,,
ROIs1970,119,307,29,,
ROIs1970,119,308,29,,
ROIs1970,119,309,29,,
ROIs1970,119,310,29,,
ROIs1970,119,311,29,,
ROIs1970,119,312,29,,
ROIs1970,119,313,29,,
ROIs1970,119,314,29,,
ROIs1970,128,18,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/128/S2/26/s2_ROIs1970_128_ImgNo_26_2018-11-15_patch_18.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/128/S2CLOUDMAP/26/s2cloudmap_ROIs1970_128_ImgNo_26_2018-11-15_patch_18.tif
ROIs1970,128,44,24,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/128/S2/24/s2_ROIs1970_128_ImgNo_24_2018-10-21_patch_44.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/128/S2CLOUDMAP/24/s2cloudmap_ROIs1970_128_ImgNo_24_2018-10-21_patch_44.tif
ROIs1970,128,48,1,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/128/S2/1/s2_ROIs1970_128_ImgNo_1_2018-01-19_patch_48.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/128/S2CLOUDMAP/1/s2cloudmap_ROIs1970_128_ImgNo_1_2018-01-19_patch_48.tif
ROIs1970,128,90,1,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/128/S2/1/s2_ROIs1970_128_ImgNo_1_2018-01-19_patch_90.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/128/S2CLOUDMAP/1/s2cloudmap_ROIs1970_128_ImgNo_1_2018-01-19_patch_90.tif
ROIs1970,128,134,1,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/128/S2/1/s2_ROIs1970_128_ImgNo_1_2018-01-19_patch_134.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/128/S2CLOUDMAP/1/s2cloudmap_ROIs1970_128_ImgNo_1_2018-01-19_patch_134.tif
ROIs1970,128,136,26,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/128/S2/26/s2_ROIs1970_128_ImgNo_26_2018-11-15_patch_136.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/128/S2CLOUDMAP/26/s2cloudmap_ROIs1970_128_ImgNo_26_2018-11-15_patch_136.tif
ROIs1970,128,208,1,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/128/S2/1/s2_ROIs1970_128_ImgNo_1_2018-01-19_patch_208.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/128/S2CLOUDMAP/1/s2cloudmap_ROIs1970_128_ImgNo_1_2018-01-19_patch_208.tif
ROIs1970,132,67,14,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/132/S2/14/s2_ROIs1970_132_ImgNo_14_2018-06-23_patch_67.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/132/S2CLOUDMAP/14/s2cloudmap_ROIs1970_132_ImgNo_14_2018-06-23_patch_67.tif
ROIs1970,133,10,27,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/133/S2/27/s2_ROIs1970_133_ImgNo_27_2018-11-29_patch_10.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/133/S2CLOUDMAP/27/s2cloudmap_ROIs1970_133_ImgNo_27_2018-11-29_patch_10.tif
ROIs1970,133,46,27,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/133/S2/27/s2_ROIs1970_133_ImgNo_27_2018-11-29_patch_46.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/133/S2CLOUDMAP/27/s2cloudmap_ROIs1970_133_ImgNo_27_2018-11-29_patch_46.tif
ROIs1970,133,87,1,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/133/S2/1/s2_ROIs1970_133_ImgNo_1_2018-01-18_patch_87.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/133/S2CLOUDMAP/1/s2cloudmap_ROIs1970_133_ImgNo_1_2018-01-18_patch_87.tif
ROIs1970,133,204,23,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/133/S2/23/s2_ROIs1970_133_ImgNo_23_2018-10-10_patch_204.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/133/S2CLOUDMAP/23/s2cloudmap_ROIs1970_133_ImgNo_23_2018-10-10_patch_204.tif
ROIs1970,133,268,5,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/133/S2/5/s2_ROIs1970_133_ImgNo_5_2018-03-09_patch_268.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/133/S2CLOUDMAP/5/s2cloudmap_ROIs1970_133_ImgNo_5_2018-03-09_patch_268.tif
ROIs1970,133,301,23,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/133/S2/23/s2_ROIs1970_133_ImgNo_23_2018-10-10_patch_301.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/133/S2CLOUDMAP/23/s2cloudmap_ROIs1970_133_ImgNo_23_2018-10-10_patch_301.tif
ROIs1970,133,304,27,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/133/S2/27/s2_ROIs1970_133_ImgNo_27_2018-11-29_patch_304.tif,/LOCAL2/shvl/datasets/cloud_removal/SEN12MSCRTS_MODS/ZeroPixelsS2/ROIs1970/133/S2CLOUDMAP/27/s2cloudmap_ROIs1970_133_ImgNo_27_2018-11-29_patch_304.tif
